sex,padreSector,fechaNacimiento,edadDejaEstudio,muere,naceFueraMatri,madreEdad
male,NoFijo,1866-09-04,0.044,1,no,34.376
male,Agricultura,1871-05-01,15,0,no,24.786
female,NoFijo,1884-07-11,15,0,no,23.485
male,NoFijo,1875-06-20,15,0,no,39.348
male,Agricultura,1851-11-26,15,0,no,34.053
female,NoFijo,1884-06-05,15,0,no,32.517
male,Agricultura,1851-06-14,15,0,no,31.543
male,NoFijo,1866-10-28,15,0,no,31.244
male,Agricultura,1865-12-17,15,0,no,23.611
male,Agricultura,1859-04-18,15,0,no,21.607
female,Agricultura,1882-07-08,15,0,no,28.381
male,Agricultura,1875-11-21,15,0,no,26.96
male,Agricultura,1871-05-10,15,0,no,26.582
male,NoFijo,1860-09-09,15,0,no,31.693
female,Agricultura,1859-07-13,15,0,no,31.721
female,NoFijo,1866-01-01,15,0,no,26.382
male,Agricultura,1863-10-11,15,0,no,33.796
female,Agricultura,1881-12-23,15,0,no,20.797
male,Agricultura,1861-05-27,15,0,no,36.709
female,Agricultura,1860-11-17,15,0,no,22.749
female,Agricultura,1869-05-05,15,0,no,37.552
male,Agricultura,1864-10-07,15,0,yes,42.894
female,Agricultura,1871-03-21,15,0,no,31.053
female,Agricultura,1863-03-25,15,0,no,38.697
male,Agricultura,1861-12-10,0.435,1,no,29.194
male,NoFijo,1874-06-19,11.759,1,no,22.538
female,Agricultura,1863-02-11,4.797,1,no,38.188
male,Agricultura,1866-10-10,15,0,no,31.044
male,Agricultura,1850-10-25,15,0,yes,29.09
male,NoFijo,1850-06-04,15,0,yes,37.333
male,Agricultura,1854-03-06,15,0,no,34.409
male,Agricultura,1884-06-22,15,0,no,41.517
female,Agricultura,1867-09-04,15,0,no,34.316
female,Agricultura,1860-04-04,15,0,no,31.71
female,Agricultura,1851-05-16,15,0,no,30.47
male,Agricultura,1864-12-20,15,0,yes,25.473
male,NoFijo,1883-04-06,0.761,1,no,31.633
female,Agricultura,1880-10-18,15,0,no,21.963
female,Agricultura,1873-10-26,15,0,no,37.448
male,NoFijo,1865-02-20,15,0,no,43.567
female,Agricultura,1868-01-07,15,0,no,34.119
female,Agricultura,1865-12-21,15,0,yes,23.474
male,Agricultura,1883-03-12,15,0,no,30.965
male,NoFijo,1857-09-16,15,0,yes,30.694
female,Agricultura,1872-07-31,10.22,1,no,28.277
female,Agricultura,1872-01-07,15,0,no,24.862
male,Agricultura,1856-07-12,15,0,no,19.904
male,SectorPrivado,1872-05-30,1.087,1,no,41.117
female,Agricultura,1856-09-07,15,0,no,42.073
female,Agricultura,1857-11-24,15,0,no,20.862
male,Agricultura,1865-11-20,15,0,no,44.074
male,NoFijo,1881-04-30,15,0,no,33.722
male,Agricultura,1864-02-13,15,0,no,28.389
male,Agricultura,1863-11-03,14.218,1,no,38.741
female,Agricultura,1884-11-05,15,0,no,34.861
male,Agricultura,1879-11-14,15,0,no,28.849
male,Agricultura,1856-08-15,2.387,1,no,33.81
male,Agricultura,1851-08-12,0.008,1,no,20.405
male,Agricultura,1871-07-15,15,0,no,40.619
male,Agricultura,1850-03-08,15,0,no,29.84
male,Agricultura,1881-04-07,0.019,1,no,26.157
male,NoFijo,1872-08-21,15,0,no,35.729
male,Agricultura,1871-09-30,15,0,no,32.411
female,Agricultura,1860-02-04,4.63,1,no,37.251
female,NoFijo,1868-06-06,1.196,0,no,30.76
male,Agricultura,1867-07-20,15,0,no,34.01
female,NoFijo,1850-11-28,15,0,no,24.014
male,Agricultura,1881-05-30,15,0,no,28.055
female,NoFijo,1883-12-01,15,0,no,43.151
male,Agricultura,1852-11-11,15,0,no,28.917
female,Agricultura,1869-11-18,15,0,yes,30.56
female,Agricultura,1873-06-17,15,0,no,26.916
female,NoFijo,1879-03-06,15,0,no,32.244
male,Agricultura,1852-03-05,15,0,yes,38.661
female,Agricultura,1878-06-30,15,0,no,29.495
female,NoFijo,1872-07-05,15,0,no,43.42
male,Agricultura,1882-04-10,15,0,no,36.55
male,NoFijo,1853-03-27,6.554,1,yes,27.439
male,NoFijo,1858-08-28,15,0,yes,41.333
male,NoFijo,1879-12-16,3.729,0,no,36.775
female,Agricultura,1862-01-16,15,0,no,37.574
female,Agricultura,1863-01-05,15,0,no,36.066
male,Agricultura,1874-03-29,15,0,no,25.539
male,Agricultura,1871-10-28,15,0,no,44.003
female,NoFijo,1856-03-14,15,0,no,29.268
male,Agricultura,1871-12-22,15,0,no,41.467
female,NoFijo,1876-06-04,15,0,no,38.193
female,SectorPublico,1853-12-18,9.018,1,no,27.091
male,Agricultura,1869-12-08,15,0,yes,36.786
female,Agricultura,1882-02-26,15,0,no,42.752
male,Agricultura,1883-07-18,15,0,no,30.267
male,Agricultura,1872-06-17,4.167,1,no,36.025
male,NoFijo,1882-07-24,15,0,no,34.858
female,NoFijo,1883-04-25,11.211,1,no,35.077
female,Agricultura,1868-01-16,5.974,1,yes,24.534
male,NoFijo,1858-01-22,15,0,no,25.873
male,Agricultura,1870-12-23,15,0,no,20.95
male,NoFijo,1875-09-13,15,0,no,26.379
male,Agricultura,1854-06-21,1.615,1,no,23.682
male,Agricultura,1878-04-17,15,0,no,24.148
female,Agricultura,1859-04-11,15,0,no,28.871
male,Agricultura,1852-12-14,15,0,no,26.971
male,NoFijo,1878-09-16,15,0,no,31.702
female,NoFijo,1867-05-21,6.752,1,no,39.819
male,NoFijo,1882-02-28,15,0,no,24.126
male,Agricultura,1872-09-05,15,0,no,26.371
male,NoFijo,1855-04-26,15,0,no,41.892
male,Agricultura,1867-02-15,15,0,no,32.693
male,Agricultura,1850-10-04,15,0,no,29.087
male,Agricultura,1861-11-18,15,0,yes,31.926
male,Agricultura,1877-05-23,15,0,no,40.129
female,SectorPublico,1878-08-31,15,0,no,33.098
male,Agricultura,1884-12-03,4.474,0,no,29.777
male,Agricultura,1878-06-20,15,0,no,34.434
female,Agricultura,1880-01-04,15,0,no,29.673
female,Agricultura,1854-07-21,15,0,no,30.724
female,Agricultura,1883-01-24,15,0,no,29.199
male,NoFijo,1870-10-15,0.077,1,no,30.875
male,SectorPublico,1872-12-02,15,0,no,31.573
female,Agricultura,1857-06-01,15,0,no,21.739
male,Agricultura,1862-05-02,15,0,no,43.967
male,SectorPublico,1873-04-13,15,0,no,33.394
male,NoFijo,1874-02-09,15,0,no,21.229
female,NoFijo,1862-03-26,15,0,no,30.954
male,NoFijo,1862-10-30,15,0,no,31.86
female,Agricultura,1871-09-21,15,0,no,41.769
female,Agricultura,1881-11-06,15,0,no,35.849
female,NoFijo,1859-03-08,15,0,no,23.318
male,Agricultura,1865-04-07,15,0,no,41.391
male,Agricultura,1881-12-13,15,0,no,33.191
female,Agricultura,1854-10-11,15,0,no,28.093
male,Agricultura,1877-08-10,15,0,no,34.431
male,Agricultura,1855-04-15,15,0,no,24.556
male,Agricultura,1865-02-24,15,0,no,36.137
female,NoFijo,1880-07-18,15,0,no,30.146
male,Agricultura,1874-02-23,15,0,no,33.552
female,Agricultura,1869-10-24,12.693,1,no,41.429
male,NoFijo,1879-07-31,15,0,no,24.594
female,Agricultura,1883-09-27,15,0,yes,29.632
male,Agricultura,1863-05-17,15,0,no,41.703
female,SectorPrivado,1858-07-05,15,0,no,29.38
female,NoFijo,1882-11-29,15,0,no,29.413
female,Agricultura,1878-10-30,15,0,no,42.557
female,Agricultura,1864-12-29,15,0,no,46.366
female,Agricultura,1876-03-09,15,0,yes,24.055
female,NoFijo,1866-02-21,15,0,no,41.437
female,NoFijo,1869-11-20,15,0,no,38.631
female,NoFijo,1856-05-21,15,0,no,34.732
male,Agricultura,1869-06-23,15,0,no,24.014
male,Agricultura,1881-11-28,4.214,1,no,38.998
female,Agricultura,1880-10-29,15,0,no,29.35
male,Agricultura,1855-01-24,2.45,1,no,20.712
female,Agricultura,1867-08-12,15,0,no,34.88
male,NoFijo,1867-11-07,15,0,yes,31.849
female,Agricultura,1875-03-21,15,0,no,33.648
male,NoFijo,1862-07-02,15,0,no,23.483
male,Agricultura,1873-12-23,15,0,no,42.56
female,Agricultura,1881-09-03,15,0,no,42.437
male,Agricultura,1871-09-19,15,0,no,32.041
male,NoFijo,1875-04-19,15,0,no,32.52
female,Agricultura,1864-07-15,15,0,no,48.539
male,Agricultura,1865-03-28,0.26,1,no,40.479
female,Agricultura,1867-08-25,15,0,no,22.289
male,Agricultura,1878-10-02,15,0,no,26.565
female,Agricultura,1882-10-12,15,0,no,46.434
male,Agricultura,1854-02-07,15,0,yes,22.012
male,Agricultura,1862-05-02,15,0,no,34.913
female,Agricultura,1867-01-15,15,0,no,34.867
female,Agricultura,1867-07-24,15,0,no,24.449
female,Agricultura,1869-11-11,13.64,0,no,31.17
male,Agricultura,1871-05-11,15,0,no,31.822
female,Agricultura,1865-04-01,15,0,no,25.845
female,NoFijo,1855-11-02,0.151,1,no,29.572
female,Agricultura,1857-04-17,15,0,no,31.094
male,Agricultura,1869-08-13,15,0,no,31.83
female,Agricultura,1862-12-17,15,0,no,26.913
female,Agricultura,1854-05-02,15,0,no,24.433
female,Agricultura,1862-05-13,15,0,no,25.432
female,Agricultura,1879-11-26,15,0,no,26.188
male,Agricultura,1857-11-02,15,0,no,32.071
male,NoFijo,1881-07-11,15,0,no,39.669
male,NoFijo,1863-08-17,0.873,1,no,36.731
male,NoFijo,1874-03-04,15,0,yes,32.972
female,NoFijo,1880-03-29,1.068,1,no,28.583
male,Agricultura,1872-08-28,15,0,no,26.612
female,Agricultura,1863-02-26,15,0,no,40.309
male,NoFijo,1858-04-03,15,0,no,21.01
male,Agricultura,1883-04-29,0.208,1,no,28.383
female,NoFijo,1867-03-25,15,0,yes,25.451
male,Agricultura,1883-11-06,15,0,no,41.695
male,Agricultura,1870-05-08,0.285,1,no,29.161
female,Agricultura,1880-01-06,15,0,no,20.364
female,NoFijo,1865-02-20,15,0,no,28.739
male,NoFijo,1882-09-10,15,0,no,24.405
male,Agricultura,1873-01-17,15,0,no,30.234
male,Agricultura,1876-01-23,15,0,no,41.016
male,Agricultura,1855-08-15,15,0,no,31.732
male,Agricultura,1864-05-05,15,0,no,44.329
male,NoFijo,1857-01-02,0.504,1,no,40.402
male,Agricultura,1872-02-29,15,0,no,42.604
female,NoFijo,1858-09-04,15,0,yes,33.949
female,Agricultura,1871-01-26,15,0,no,30.461
male,Agricultura,1873-03-14,15,0,no,36.112
male,Agricultura,1874-05-27,15,0,no,40.386
male,Agricultura,1868-06-08,15,0,no,29.944
male,Agricultura,1873-02-09,15,0,no,30.579
male,NoFijo,1870-12-06,15,0,no,35.105
female,NoFijo,1863-02-26,0.605,1,no,44.882
male,Agricultura,1881-10-08,15,0,no,32.099
female,Agricultura,1863-01-09,15,0,no,33.711
male,Agricultura,1868-07-15,2.229,1,no,41.854
female,Agricultura,1857-05-29,8.709,1,no,39.105
male,SectorPrivado,1872-11-30,15,0,no,26.409
female,Agricultura,1867-04-27,15,0,no,31.023
male,Agricultura,1852-07-26,15,0,no,27.19
male,Agricultura,1882-04-16,15,0,no,22.924
male,Agricultura,1860-05-16,15,0,yes,22.141
female,NoFijo,1873-12-07,0.148,1,no,39.362
male,NoFijo,1867-08-25,5.829,1,no,40.315
male,NoFijo,1874-12-23,15,0,no,34.292
male,Agricultura,1874-08-16,15,0,no,30.749
male,Agricultura,1870-08-25,15,0,no,28.756
female,Agricultura,1862-08-07,15,0,no,34.204
male,Agricultura,1884-03-17,15,0,no,34.571
male,Agricultura,1859-02-09,15,0,no,36.526
male,Agricultura,1853-03-15,15,0,no,21.845
male,NoFijo,1864-08-24,15,0,no,22.431
female,Agricultura,1879-06-25,15,0,no,32.052
female,Agricultura,1881-09-25,15,0,no,33.254
male,NoFijo,1850-12-29,15,0,no,24.923
male,Agricultura,1873-02-24,10.209,1,no,32.961
male,Agricultura,1876-08-16,15,0,no,39.603
female,NoFijo,1884-11-07,15,0,no,36.572
male,Agricultura,1869-12-09,15,0,no,23.075
male,SectorPublico,1871-02-22,15,0,no,35.515
male,NoFijo,1869-08-14,4.03,1,yes,26.628
male,NoFijo,1863-03-05,15,0,no,30.773
female,Agricultura,1863-03-19,15,0,no,29.336
female,Agricultura,1873-04-28,15,0,no,26.694
male,SectorPrivado,1875-04-22,15,0,no,33.941
male,NoFijo,1856-01-23,15,0,no,29.73
male,Agricultura,1872-05-08,15,0,yes,31.573
female,Agricultura,1873-01-13,15,0,no,26.856
male,NoFijo,1880-11-27,15,0,no,35.154
female,Agricultura,1859-06-06,15,0,no,34.631
female,Agricultura,1873-10-17,15,0,no,29.295
female,Agricultura,1869-10-27,15,0,no,31.546
male,Agricultura,1878-07-21,15,0,no,18.563
female,NoFijo,1863-01-30,15,0,no,32.331
male,NoFijo,1850-11-06,15,0,no,26.576
male,Agricultura,1858-06-06,15,0,no,30.609
male,Agricultura,1856-11-05,15,0,no,44.359
female,Agricultura,1879-11-30,15,0,no,30.07
male,NoFijo,1857-11-21,15,0,no,27.231
male,NoFijo,1865-09-24,15,0,yes,40.307
male,NoFijo,1882-03-04,2.415,0,no,36.778
female,NoFijo,1871-08-26,3.948,1,no,40.756
male,NoFijo,1866-08-28,15,0,no,39.17
female,Agricultura,1866-03-11,15,0,no,25.678
male,Agricultura,1877-01-09,0.057,1,no,41.41
female,Agricultura,1882-12-18,15,0,no,29.451
female,NoFijo,1880-07-24,15,0,no,26.886
female,Agricultura,1874-03-22,15,0,no,21.131
female,Agricultura,1883-12-22,15,0,no,20.131
female,Agricultura,1865-10-08,15,0,no,33.112
male,Agricultura,1862-02-08,15,0,no,35.718
male,Agricultura,1878-11-17,4.479,1,no,38.689
female,Agricultura,1877-10-25,15,0,no,22.201
male,Agricultura,1854-11-14,15,0,no,30.259
female,Agricultura,1877-09-25,15,0,no,22.48
male,Agricultura,1884-11-14,15,0,no,42.374
female,NoFijo,1884-07-15,15,0,no,29.435
female,Agricultura,1874-09-18,15,0,no,41.665
male,NoFijo,1877-08-22,15,0,no,40.679
female,Agricultura,1853-06-25,15,0,yes,35.666
male,NoFijo,1863-05-18,15,0,no,37.533
female,NoFijo,1875-02-19,15,0,no,26.617
male,Agricultura,1859-07-25,15,0,no,33.558
male,NoFijo,1871-10-25,1.969,1,no,38.716
male,Agricultura,1857-10-09,15,0,no,37.415
female,SectorPublico,1862-08-23,10.237,1,no,27.014
female,Agricultura,1874-09-08,15,0,no,39.838
male,Agricultura,1858-12-11,15,0,yes,35.006
male,Agricultura,1867-01-07,0.572,1,no,27.526
male,NoFijo,1863-03-30,15,0,no,33.484
male,SectorPrivado,1864-01-18,15,0,no,38.678
male,NoFijo,1865-05-02,0.164,1,yes,40.665
male,Agricultura,1865-11-13,15,0,no,41.58
male,NoFijo,1851-08-03,15,0,no,24.444
male,Agricultura,1865-09-29,15,0,no,31.792
female,Agricultura,1884-12-05,15,0,no,25.164
male,Agricultura,1865-10-13,15,0,no,25.769
female,NoFijo,1865-01-14,7.893,1,no,42.93
female,NoFijo,1882-10-24,15,0,no,41.974
female,Agricultura,1858-10-26,15,0,no,26.248
female,NoFijo,1879-08-12,15,0,no,19.639
male,SectorPrivado,1866-04-15,7.392,1,no,33.64
female,Agricultura,1881-04-02,15,0,no,24.088
female,Agricultura,1854-09-10,15,0,no,26.938
male,Agricultura,1863-12-19,0.148,1,no,27.203
male,Agricultura,1866-04-03,15,0,no,29.599
male,NoFijo,1852-02-02,15,0,no,41.462
male,Agricultura,1883-02-25,15,0,yes,44.194
male,Agricultura,1871-07-07,15,0,no,39.149
female,NoFijo,1865-02-14,4.734,1,no,25.812
female,NoFijo,1866-08-31,15,0,no,21.774
male,NoFijo,1865-01-01,15,0,no,27.072
male,Agricultura,1883-04-04,6.467,1,no,36.553
male,NoFijo,1881-12-19,15,0,no,23.094
female,NoFijo,1882-11-05,15,0,no,29.027
female,Agricultura,1875-03-09,15,0,no,26.96
female,Agricultura,1856-10-31,15,0,no,46.303
male,NoFijo,1876-04-06,15,0,no,27.576
female,Agricultura,1878-03-15,4.216,0,no,28.619
female,NoFijo,1856-11-15,15,0,no,31.68
male,Agricultura,1850-03-10,15,0,no,41.068
female,NoFijo,1863-09-18,15,0,no,28.745
female,Agricultura,1881-08-21,15,0,no,27.808
male,SectorPrivado,1873-11-06,15,0,no,29.749
male,NoFijo,1881-07-25,15,0,no,39.261
female,Agricultura,1874-01-28,15,0,no,31.973
female,Agricultura,1861-06-15,15,0,no,25.574
male,NoFijo,1878-12-06,15,0,no,26.672
male,NoFijo,1879-03-27,15,0,no,28.277
female,NoFijo,1863-01-18,15,0,no,30.749
male,Agricultura,1876-04-21,7.318,0,no,45.405
male,Agricultura,1877-08-29,15,0,no,41.667
male,Agricultura,1867-02-01,15,0,no,34.927
male,SectorPrivado,1863-04-04,15,0,no,38.661
female,NoFijo,1861-09-17,15,0,no,37.955
male,Agricultura,1874-02-02,15,0,no,39.608
male,NoFijo,1853-05-07,1.155,1,no,39.614
male,NoFijo,1884-08-02,1.886,1,no,39.713
female,Agricultura,1855-12-09,1.752,1,no,34.639
male,NoFijo,1866-05-28,15,0,no,35.272
female,Agricultura,1874-09-25,15,0,no,22.541
male,Agricultura,1858-03-21,15,0,no,28.78
male,Agricultura,1874-04-28,15,0,no,43.756
female,Agricultura,1879-04-06,0.008,1,no,33.829
male,Agricultura,1872-02-01,15,0,no,42.163
female,Agricultura,1859-02-20,15,0,no,28.827
female,NoFijo,1862-11-03,15,0,no,31.691
female,Agricultura,1877-02-09,15,0,no,23.154
male,Agricultura,1853-01-18,15,0,yes,27.54
male,Agricultura,1859-04-01,6.251,1,no,26.834
female,Agricultura,1868-01-17,0.033,1,yes,35.053
male,Agricultura,1879-01-29,15,0,no,36.005
male,Agricultura,1878-12-21,15,0,no,35.995
female,Agricultura,1853-12-30,15,0,no,37.604
female,Agricultura,1863-12-19,15,0,yes,40.468
female,NoFijo,1864-04-29,15,0,no,36.66
female,Agricultura,1875-08-04,12.197,0,no,40.049
male,Agricultura,1879-04-14,5.938,1,no,29.604
male,Agricultura,1874-11-12,15,0,no,42.407
male,NoFijo,1883-06-17,15,0,no,31.68
female,Agricultura,1883-11-14,15,0,no,25.96
female,NoFijo,1873-03-10,1.815,0,no,42.13
male,Agricultura,1869-12-27,15,0,no,24.008
male,Agricultura,1880-02-13,15,0,no,35.743
male,Agricultura,1852-05-02,15,0,no,27.587
male,Agricultura,1875-09-24,0.093,1,no,29.402
female,Agricultura,1877-02-02,15,0,no,32.972
male,Agricultura,1868-12-28,1.875,1,no,33.257
female,Agricultura,1876-11-29,1.528,1,no,28.189
female,Agricultura,1865-10-04,15,0,no,38.272
male,Agricultura,1854-05-21,15,0,no,30.626
male,NoFijo,1863-07-27,15,0,no,24.928
male,Agricultura,1874-07-11,15,0,no,37.728
female,NoFijo,1856-11-12,15,0,no,38.418
female,NoFijo,1863-03-22,15,0,no,26.708
female,NoFijo,1875-11-25,15,0,no,32.846
female,NoFijo,1860-09-14,15,0,no,39.726
female,Agricultura,1873-02-13,15,0,no,32.148
female,NoFijo,1873-06-29,14.267,1,no,30.59
male,NoFijo,1871-05-06,15,0,no,41.895
male,Agricultura,1868-05-04,15,0,no,30.743
male,Agricultura,1858-10-02,15,0,yes,30.311
male,Agricultura,1874-10-04,15,0,no,37.793
female,NoFijo,1884-09-06,15,0,no,22.387
female,NoFijo,1884-12-12,15,0,no,32.112
male,Agricultura,1853-10-27,15,0,no,26.697
female,Agricultura,1860-08-19,15,0,no,24.726
male,Agricultura,1852-09-01,0.052,1,yes,36.726
female,Agricultura,1876-07-02,0.6,1,no,33.144
male,Agricultura,1850-12-22,15,0,no,35.973
male,Agricultura,1870-06-29,15,0,no,37.744
female,Agricultura,1858-05-18,15,0,yes,23.425
female,NoFijo,1863-10-30,15,0,no,38.467
male,Agricultura,1853-11-27,15,0,no,26.79
male,NoFijo,1875-10-05,0.876,1,no,34.982
male,Agricultura,1883-10-17,3.176,1,no,39.904
female,Agricultura,1883-10-17,15,0,no,26.42
female,Agricultura,1870-06-26,0.027,1,no,35.28
male,Agricultura,1873-11-30,15,0,no,38.535
male,SectorPublico,1863-07-03,15,0,no,37.027
male,Agricultura,1871-06-15,2.795,1,no,33.125
female,Agricultura,1882-01-09,15,0,no,40.005
female,Agricultura,1865-12-10,15,0,no,34.04
male,Agricultura,1856-11-07,15,0,no,31.162
male,Agricultura,1877-07-14,15,0,no,36.928
male,Agricultura,1855-06-19,0.049,1,no,45.248
male,Agricultura,1884-04-17,15,0,no,32.534
male,Agricultura,1871-04-01,15,0,no,29.654
male,Agricultura,1874-07-19,15,0,no,33.276
female,Agricultura,1880-07-15,15,0,no,32.383
female,Agricultura,1877-01-02,8.156,1,no,40.569
female,Agricultura,1859-01-29,15,0,no,25.467
male,NoFijo,1878-03-20,15,0,yes,34.196
female,Agricultura,1855-11-16,15,0,no,23.469
female,Agricultura,1876-03-16,15,0,no,23.274
male,Agricultura,1864-12-21,15,0,no,40.594
female,Agricultura,1881-06-19,15,0,no,17.366
male,Agricultura,1872-03-08,0.78,1,no,39.685
female,Agricultura,1881-02-02,0.797,1,no,33.889
female,Agricultura,1850-12-13,15,0,no,24.093
female,Agricultura,1850-12-26,4.966,1,no,28.893
male,Agricultura,1875-06-26,6.965,1,no,33.172
male,Agricultura,1876-06-03,15,0,yes,20.709
male,Agricultura,1871-08-19,15,0,no,34.39
male,Agricultura,1869-06-05,15,0,no,44.75
male,Agricultura,1864-08-11,15,0,no,40.088
male,Agricultura,1880-09-28,15,0,no,20.268
male,Agricultura,1876-11-07,15,0,no,20.602
female,NoFijo,1881-03-27,15,0,no,28.356
male,Agricultura,1850-04-06,15,0,no,30.19
female,Agricultura,1878-10-19,15,0,no,34.53
male,Agricultura,1882-01-17,15,0,no,37.481
female,NoFijo,1854-04-06,15,0,no,29.706
female,Agricultura,1870-01-05,15,0,no,25.103
female,Agricultura,1880-04-28,15,0,no,24.09
female,Agricultura,1878-04-13,15,0,no,25.714
male,Agricultura,1870-05-23,15,0,no,28.78
male,NoFijo,1877-10-02,4.03,1,no,24.95
male,Agricultura,1854-07-12,15,0,no,41.114
male,Agricultura,1862-10-01,15,0,no,21.451
female,NoFijo,1881-02-19,9.862,0,no,27.808
male,NoFijo,1878-09-21,15,0,no,30.856
female,Agricultura,1881-03-21,15,0,no,36.216
male,NoFijo,1855-01-28,1.58,1,no,24.235
female,Agricultura,1879-03-26,15,0,no,30.355
male,Agricultura,1871-05-21,3.014,1,no,29.336
female,Agricultura,1852-03-03,1.966,1,no,24.301
male,Agricultura,1884-08-06,15,0,no,42.877
female,NoFijo,1864-08-02,2.82,1,no,41.489
male,NoFijo,1876-04-12,15,0,no,29.355
male,Agricultura,1865-02-07,1.342,1,no,31.274
female,NoFijo,1878-09-04,15,0,no,27.877
female,Agricultura,1872-06-20,15,0,no,39.11
female,Agricultura,1858-02-19,7.806,1,no,35.236
female,Agricultura,1874-11-10,15,0,no,34.957
male,NoFijo,1873-04-17,0.115,1,no,23.291
female,Agricultura,1869-08-19,15,0,no,37.84
female,Agricultura,1879-07-20,15,0,no,43.039
female,Agricultura,1884-08-29,15,0,no,32.575
male,Agricultura,1869-10-29,15,0,no,32.312
female,Agricultura,1877-08-28,0.274,1,no,27.584
female,Agricultura,1874-11-18,15,0,no,35.504
male,Agricultura,1859-12-15,15,0,no,33.84
female,Agricultura,1875-03-23,1.123,1,no,40.197
female,Agricultura,1852-06-06,0.621,1,yes,21.582
female,NoFijo,1865-09-12,15,0,no,37.728
male,Agricultura,1861-05-09,4.742,1,no,36.843
female,NoFijo,1878-04-13,15,0,no,22.36
female,Agricultura,1880-10-31,15,0,no,31.973
male,Agricultura,1854-11-23,4.025,1,no,27.086
female,Agricultura,1871-01-14,15,0,no,25.949
male,Agricultura,1882-05-17,15,0,no,38.897
female,Agricultura,1880-12-05,0.805,1,no,39.817
female,NoFijo,1874-04-09,15,0,no,29.396
female,Agricultura,1857-12-21,15,0,no,33.804
male,NoFijo,1856-01-15,7.778,1,no,22.741
female,NoFijo,1852-10-24,15,0,no,25.804
female,Agricultura,1877-12-16,15,0,no,35.359
female,Agricultura,1852-08-10,15,0,no,25.864
female,Agricultura,1855-09-22,3.299,1,no,25.76
female,SectorPrivado,1879-11-14,15,0,no,30.198
male,Agricultura,1856-04-20,15,0,no,30.319
female,Agricultura,1851-08-25,3.937,1,no,40.873
male,Agricultura,1851-01-02,15,0,no,31.507
male,SectorPublico,1867-07-19,1.352,0,no,36.799
male,NoFijo,1866-06-28,15,0,no,39.474
female,Agricultura,1863-10-14,15,0,no,27.48
female,NoFijo,1862-09-01,0.619,1,no,39.17
male,SectorPrivado,1873-09-23,15,0,no,34.916
male,Agricultura,1882-03-01,15,0,no,35.535
female,Agricultura,1869-06-26,0.372,1,no,30.809
male,Agricultura,1881-02-19,15,0,no,19.491
female,Agricultura,1873-09-05,1.881,1,no,36.876
male,Agricultura,1863-09-17,15,0,no,27.806
female,Agricultura,1851-02-13,15,0,no,31.682
male,NoFijo,1863-10-24,15,0,no,34.335
male,Agricultura,1874-01-19,15,0,no,34.33
female,Agricultura,1869-07-12,15,0,no,30.875
female,NoFijo,1873-02-04,15,0,no,35.595
female,Agricultura,1879-03-21,15,0,no,32.016
female,Agricultura,1870-08-23,15,0,no,35.159
female,Agricultura,1854-10-28,15,0,no,28.986
male,NoFijo,1882-12-25,15,0,no,21.796
male,Agricultura,1854-07-07,15,0,no,33.678
female,Agricultura,1882-08-07,0.78,1,no,26.927
male,Agricultura,1882-07-20,15,0,no,29.459
female,Agricultura,1866-09-21,15,0,no,28.23
male,Agricultura,1881-08-05,15,0,no,30.686
female,Agricultura,1884-05-02,15,0,no,27.154
female,Agricultura,1855-09-25,15,0,yes,44.531
female,Agricultura,1867-10-29,2.637,1,no,33.659
male,NoFijo,1856-02-27,0.099,1,no,40.389
male,NoFijo,1861-07-28,15,0,no,43.858
female,Agricultura,1867-03-16,15,0,no,30.858
male,Agricultura,1865-07-09,15,0,no,35.209
female,SectorPublico,1860-03-06,15,0,no,29.659
male,NoFijo,1873-09-16,15,0,no,42.431
female,Agricultura,1882-11-01,15,0,no,34.694
female,Agricultura,1871-08-30,13.002,1,yes,39.105
male,Agricultura,1866-08-01,15,0,no,29.982
male,Agricultura,1882-11-20,15,0,no,27.984
female,Agricultura,1867-08-30,15,0,no,35.105
male,Agricultura,1851-03-01,15,0,yes,26.07
female,Agricultura,1879-11-07,1.815,0,no,40.309
female,Agricultura,1857-12-17,15,0,no,22.445
male,Agricultura,1876-04-15,15,0,no,31.704
female,Agricultura,1883-05-09,15,0,no,38.201
female,Agricultura,1859-06-01,15,0,no,34.1
female,SectorPublico,1855-08-05,14.305,0,no,38.212
female,Agricultura,1861-05-25,15,0,no,37.837
male,Agricultura,1883-03-10,0.81,1,no,27.518
male,Agricultura,1867-11-21,13.697,0,yes,29.687
male,Agricultura,1883-08-23,15,0,no,29.673
male,Agricultura,1874-01-16,15,0,no,40.504
female,Agricultura,1870-08-04,15,0,no,39.496
female,NoFijo,1866-02-28,15,0,no,40.318
female,Agricultura,1884-01-31,2.308,1,no,36.036
female,Agricultura,1859-03-14,0.118,1,yes,32.635
male,Agricultura,1859-06-18,15,0,no,36.789
male,Agricultura,1855-05-10,15,0,no,38.119
female,Agricultura,1867-12-09,15,0,no,28.389
male,Agricultura,1877-05-05,0.11,1,no,34.475
male,Agricultura,1865-01-31,15,0,no,29.333
female,Agricultura,1882-09-16,15,0,no,28.433
female,NoFijo,1877-12-02,15,0,no,22.549
female,Agricultura,1864-02-19,15,0,no,23.014
female,NoFijo,1860-06-19,15,0,no,35.395
female,NoFijo,1884-12-31,4.608,1,no,29.235
male,Agricultura,1876-04-20,15,0,no,31.061
male,NoFijo,1869-09-29,4.753,1,no,42.179
